hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Gender_Male,Department_Research & Development,Department_Sales,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,BusinessTravel
-1.094604715000054,-0.5008876651350218,-1.0343789521282332,-0.42176369614348674,0.277258882176398,1.1453431187021303,0.34297243545773065,-1.231484319581092,-0.15176422189179217,0.09729086698806863,-0.9440879345188207,-0.7225609773880658,-0.7111329793728621,-0.8606827494203162,-0.9338561166344987,-0.8392358496627544,-0.6160888482230336,-0.3407557933647897,-0.37826270695802,-0.5913804148886754,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.28633473611197446,-1.4082257646402372,-2.437411994461339,-0.42176369614348674,1.1943822254299592,-0.6732098249642261,0.34297243545773065,-0.9037128276773794,-0.15176422189179217,-1.8585050232336182,-0.9440879345188207,-0.5116768094110526,-1.1062293809685602,-0.3031093933258461,-0.9338561166344987,-0.9680702498269228,-0.6160888482230336,-0.6608522970767418,-0.6837406244024862,-0.5913804148886754,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
-0.4821632561318006,0.7693856741722797,-1.0343789521282332,-0.42176369614348674,0.277258882176398,0.2360666468689521,1.7799086736685674,0.8444017958090884,-1.0193496903732038,1.0751888120989122,-0.9440879345188207,2.2212055706177507,0.4741562254142317,-0.024322715278611025,-0.9338561166344987,-0.1950638488419124,0.1559918055603077,0.13938896220313837,0.8436489628198445,0.8051323720773532,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.7073658496849523,0.9508532940733228,-1.0343789521282332,2.370995913455276,0.277258882176398,-1.5824862967974043,-1.0939638027531062,-0.24816984386995397,-0.3996457843150526,1.0751888120989122,-0.04930439890136974,0.6187799555812629,-0.7111329793728621,2.4847573871465043,0.25778319886264817,-0.7104014494985861,1.7001531131269902,-0.18070754150881368,-0.37826270695802,-0.8706829722818811,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.0365403135956701,1.3137885338754087,0.36865409020487244,-0.42176369614348674,0.277258882176398,-1.5824862967974043,0.34297243545773065,-0.13891267990204975,-1.0193496903732038,0.09729086698806863,-0.9440879345188207,-0.20732306499004463,1.6594454302013257,-0.8606827494203162,0.25778319886264817,-0.1950638488419124,-0.6160888482230336,-0.3407557933647897,-0.6837406244024862,-0.3120778574954697,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.545566997771916,-0.1379524253329357,0.36865409020487244,-0.42176369614348674,1.1943822254299592,-1.5824862967974043,0.34297243545773065,0.8444017958090884,-1.0193496903732038,2.0530867572097553,-0.04930439890136974,-0.9210525498365494,0.4741562254142317,-0.024322715278611025,2.641061829856942,0.8356113524714348,-0.6160888482230336,-0.3407557933647897,-0.6837406244024862,-0.5913804148886754,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.28920385068689514,-0.863822904937108,-2.437411994461339,-0.42176369614348674,-0.6398644610771632,0.2360666468689521,0.34297243545773065,-1.1222271556131878,0.09611734053146828,1.0751888120989122,0.8454791367160812,2.7192198756710355,1.6594454302013257,-0.3031093933258461,0.25778319886264817,-0.8392358496627544,-0.6160888482230336,-0.6608522970767418,-0.6837406244024862,-0.5913804148886754,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.2088466742160353,-0.1379524253329357,0.36865409020487244,-0.42176369614348674,-0.6398644610771632,-0.6732098249642261,0.34297243545773065,-0.5759413357736667,-1.0193496903732038,-0.8806070781227748,0.8454791367160812,1.5169280654116497,-1.1062293809685602,-0.5818960713730811,-0.9338561166344987,-1.0969046499910913,0.1559918055603077,-0.8209005489327178,-0.0727847895135539,-0.5913804148886754,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.1799502411932357,1.676723773677495,0.36865409020487244,-0.42176369614348674,-0.6398644610771632,1.1453431187021303,0.34297243545773065,-0.5759413357736667,-0.7714681279499433,-0.8806070781227748,0.8454791367160812,-0.3680067188769122,0.07905982381853376,-0.3031093933258461,0.25778319886264817,-0.7104014494985861,0.1559918055603077,-0.6608522970767418,-0.6837406244024862,-0.5913804148886754,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.4940134844883984,0.7693856741722797,-1.0343789521282332,-0.42176369614348674,0.277258882176398,1.1453431187021303,0.34297243545773065,-0.13891267990204975,-0.15176422189179217,0.09729086698806863,0.8454791367160812,0.1027018672152058,0.4741562254142317,-0.8606827494203162,1.449422514359795,-0.9680702498269228,-0.6160888482230336,-0.9809488007886938,-0.6837406244024862,-1.149985529675087,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
